id,user,uid,version,changeset,timestamp
24584390,PlaneMad,1306,4,21213229,2014-03-20T16:54:29Z
24584391,clgowa,36382,3,3729295,2010-01-27T16:12:39Z
24584392,PlaneMad,1306,3,6000751,2010-10-10T10:59:04Z
24584393,PlaneMad,1306,2,3099791,2009-11-12T17:40:34Z
24584394,PlaneMad,1306,2,3099791,2009-11-12T17:40:34Z
24584395,PlaneMad,1306,6,21213229,2014-03-20T16:54:29Z
24584396,PlaneMad,1306,7,21213229,2014-03-20T16:54:29Z
24584397,PlaneMad,1306,7,21213229,2014-03-20T16:54:29Z
24584398,venerdi,196617,7,38988763,2016-04-29T20:35:15Z
24584399,venerdi,196617,3,38988769,2016-04-29T20:35:36Z
24584400,PlaneMad,1306,3,34039990,2015-09-15T13:01:53Z
24584401,PlaneMad,1306,3,34039990,2015-09-15T13:01:53Z
24584403,PlaneMad,1306,3,6000751,2010-10-10T10:58:59Z
24584404,Randyas,230352,3,8366161,2011-06-07T01:11:20Z
24584406,PlaneMad,1306,5,32541081,2015-07-10T11:56:56Z
24584407,robgeb,336460,3,8780446,2011-07-20T16:59:03Z
24584408,PlaneMad,1306,4,21213131,2014-03-20T16:48:08Z
24584409,PlaneMad,1306,2,32541043,2015-07-10T11:54:23Z
24584410,PlaneMad,1306,2,3099791,2009-11-12T17:40:34Z
24584411,clgowa,36382,3,3729295,2010-01-27T16:12:54Z
24584412,Alban,2488,1,539722,2008-05-28T20:37:40Z
24584413,PlaneMad,1306,2,3099791,2009-11-12T17:40:34Z
24584414,PlaneMad,1306,3,32541043,2015-07-10T11:54:23Z
24584415,marek kleciak,338611,4,8048398,2011-05-04T12:21:31Z
24584416,PlaneMad,1306,3,6000751,2010-10-10T10:59:00Z
24584417,PlaneMad,1306,2,3099791,2009-11-12T17:40:33Z
24584418,PlaneMad,1306,3,6000751,2010-10-10T10:59:07Z
24584419,Oberaffe,56597,3,5769136,2010-09-13T12:20:09Z
24584420,PlaneMad,1306,3,6000751,2010-10-10T10:59:04Z
24584421,PlaneMad,1306,2,3099791,2009-11-12T17:40:33Z
24584422,PlaneMad,1306,2,3099791,2009-11-12T17:40:31Z
24584423,Apreethi,2900372,9,39883029,2016-06-08T12:00:00Z
24584424,Oberaffe,56597,2,5769136,2010-09-13T12:19:55Z
24584426,PlaneMad,1306,2,3099791,2009-11-12T17:40:31Z
24584500,PlaneMad,1306,5,5983442,2010-10-08T06:25:59Z
24584501,Oberaffe,56597,5,15603543,2013-04-04T06:59:44Z
24584502,Oberaffe,56597,5,15603543,2013-04-04T06:59:44Z
24584503,PlaneMad,1306,5,33874241,2015-09-08T07:16:36Z
24584504,PlaneMad,1306,3,33874241,2015-09-08T07:16:36Z
24584505,Oberaffe,56597,2,15603543,2013-04-04T07:00:02Z
24584506,Oberaffe,56597,2,15603543,2013-04-04T07:00:02Z
24584507,Alban,2488,1,539722,2008-05-28T20:43:10Z
24584508,PlaneMad,1306,3,33874241,2015-09-08T07:16:36Z
24584509,PlaneMad,1306,2,3099791,2009-11-12T17:40:32Z
24584510,Alban,2488,1,539722,2008-05-28T20:43:11Z
24584511,PlaneMad,1306,3,33874241,2015-09-08T07:16:36Z
24584512,Alban,2488,1,539722,2008-05-28T20:43:11Z
24617971,PlaneMad,1306,12,34014738,2015-09-14T07:47:42Z
24617972,PlaneMad,1306,10,32541954,2015-07-10T12:41:53Z
24617983,Oberaffe,56597,14,6251640,2010-11-01T06:10:49Z
24617989,Oberaffe,56597,9,6251640,2010-11-01T06:11:08Z
24617991,PlaneMad,1306,9,34043078,2015-09-15T15:28:51Z
24617994,PlaneMad,1306,9,34014635,2015-09-14T07:38:59Z
24618002,PlaneMad,1306,13,34039055,2015-09-15T12:17:04Z
24618015,thevikas,17429,1,562424,2008-05-31T07:19:03Z
24676122,kharsha93,3813444,10,39906131,2016-06-09T11:08:05Z
24676133,saikumar,2900470,3,39907267,2016-06-09T12:15:12Z
24676525,FabianAffolter,22199,2,17104721,2013-07-26T17:47:02Z
24676531,FabianAffolter,22199,2,17104721,2013-07-26T17:47:02Z
24676533,FabianAffolter,22199,2,17104721,2013-07-26T17:47:02Z
24676535,kharsha93,3813444,3,39906131,2016-06-09T11:08:06Z
24676551,kharsha93,3813444,2,39906131,2016-06-09T11:08:06Z
24676573,q507713,2541456,8,32403635,2015-07-04T07:08:48Z
24690209,PlaneMad,1306,25,27550862,2014-12-18T13:50:25Z
24943999,indigomc,136860,11,33832048,2015-09-06T12:45:59Z
24944222,charishma,3784841,33,39684577,2016-05-31T09:40:17Z
25457965,Oberaffe,56597,24,24645209,2014-08-10T00:14:44Z
25493874,mfvl,204153,4,6324553,2010-11-08T23:56:39Z
25524672,bindhu,2901516,25,39922658,2016-06-10T05:59:35Z
25744587,bindhu,2901516,8,39876915,2016-06-08T05:56:33Z
25744598,n'garh,600918,19,14781705,2013-01-25T15:49:01Z
25744600,n'garh,600918,20,14781705,2013-01-25T15:49:01Z
25744606,n'garh,600918,9,20302035,2014-01-31T16:43:28Z
25865019,bindhu,2901516,6,39876915,2016-06-08T05:56:30Z
25865021,bindhu,2901516,8,39883022,2016-06-08T12:01:22Z
26582635,Oberaffe,56597,16,24645134,2014-08-10T00:06:19Z
26662836,thevikas,17429,1,468464,2008-08-31T05:14:49Z
26662841,Oberaffe,56597,3,18402178,2013-10-17T12:09:46Z
26662843,Oberaffe,56597,3,5768522,2010-09-13T10:51:34Z
26662844,n'garh,600918,3,21059148,2014-03-12T10:56:49Z
26664728,bindhu,2901516,11,39925509,2016-06-10T09:06:46Z
26664731,bindhu,2901516,10,39927054,2016-06-10T10:34:33Z
26664737,Oberaffe,56597,6,34923951,2015-10-28T11:10:09Z
26664738,bindhu,2901516,8,39881029,2016-06-08T10:05:17Z
27422249,PlaneMad,1306,8,34014635,2015-09-14T07:38:58Z
27422250,PlaneMad,1306,12,40275489,2016-06-25T04:35:07Z
27422252,Oberaffe,56597,9,27199972,2014-12-03T13:32:25Z
27422253,PlaneMad,1306,9,40275443,2016-06-25T04:30:04Z
27422255,Oberaffe,56597,10,27199972,2014-12-03T13:32:26Z
27422268,charishma,3784841,14,39683564,2016-05-31T08:52:55Z
28103618,PlaneMad,1306,7,9996640,2011-11-30T08:34:26Z
28103634,marek kleciak,338611,6,12033235,2012-06-27T06:22:51Z
28103660,PlaneMad,1306,9,9996640,2011-11-30T09:26:48Z
28103691,Oberaffe,56597,8,13676415,2012-10-29T17:09:59Z
28103794,PlaneMad,1306,10,38127161,2016-03-28T18:40:52Z
28103817,Oberaffe,56597,12,24645134,2014-08-10T00:06:19Z
28103822,thevikas,17429,13,10934060,2012-03-10T18:09:09Z
28103829,Oberaffe,56597,11,34923951,2015-10-28T11:10:04Z
28103831,Oberaffe,56597,15,34923951,2015-10-28T11:10:14Z
28103850,Oberaffe,56597,8,12706945,2012-08-12T20:51:41Z
28103851,Oberaffe,56597,6,12706945,2012-08-12T20:51:37Z
28103852,PlaneMad,1306,9,21216336,2014-03-20T19:49:23Z
28103855,PlaneMad,1306,8,21216336,2014-03-20T19:49:23Z
28121194,PlaneMad,1306,15,34064651,2015-09-16T15:03:03Z
28121207,PlaneMad,1306,11,32516389,2015-07-09T11:20:35Z
28121210,Ashvini Kumar,693794,4,33767869,2015-09-03T08:32:54Z
28121215,Ashvini Kumar,693794,7,33767869,2015-09-03T08:32:54Z
28121249,indigomc,136860,14,37641743,2016-03-06T09:48:03Z
28121266,Oberaffe,56597,12,6251667,2010-11-01T06:20:27Z
28121291,PlaneMad,1306,5,3111405,2009-11-14T09:10:43Z
28121297,PlaneMad,1306,10,34016675,2015-09-14T09:46:36Z
28121322,PlaneMad,1306,5,3111405,2009-11-14T09:10:45Z
28121351,PlaneMad,1306,7,40275489,2016-06-25T04:35:06Z
28121355,marek kleciak,338611,11,11613179,2012-05-16T11:08:40Z
28121417,PlaneMad,1306,5,21213447,2014-03-20T17:08:15Z
28121435,marek kleciak,338611,6,11613179,2012-05-16T11:08:41Z
28121442,PlaneMad,1306,8,34055678,2015-09-16T07:08:38Z
28121481,PlaneMad,1306,16,34067706,2015-09-16T18:00:55Z
28121486,PlaneMad,1306,17,32516449,2015-07-09T11:24:09Z
28121513,PlaneMad,1306,14,34068484,2015-09-16T18:39:28Z
28121518,PlaneMad,1306,8,34067706,2015-09-16T18:00:57Z
28121520,Warin61,1830192,7,26683008,2014-11-10T09:07:11Z
28121535,Oberaffe,56597,10,6251640,2010-11-01T06:11:20Z
28121537,charishma,3784841,18,39683917,2016-05-31T09:09:41Z
28121614,marek kleciak,338611,4,12035863,2012-06-27T11:47:59Z
28153840,n'garh,600918,11,24193732,2014-07-17T03:47:18Z
28153848,n'garh,600918,6,24193732,2014-07-17T03:47:18Z
28153857,n'garh,600918,4,24184958,2014-07-16T16:25:50Z
28153880,n'garh,600918,5,24184958,2014-07-16T16:25:49Z
28153988,Oberaffe,56597,6,12762314,2012-08-17T13:00:25Z
28153990,PlaneMad,1306,5,10872064,2012-03-04T18:26:37Z
28155138,Oberaffe,56597,11,39849992,2016-06-06T21:57:19Z
28190265,kharsha93,3813444,18,39904936,2016-06-09T09:58:54Z
28190296,RichRico,2219338,12,38591408,2016-04-15T15:17:48Z
28190305,Oberaffe,56597,13,24645250,2014-08-10T00:20:22Z
28190334,Oberaffe,56597,10,24645250,2014-08-10T00:20:27Z
28190350,PlaneMad,1306,19,27904514,2015-01-04T08:58:40Z
28190395,Oberaffe,56597,10,24645250,2014-08-10T00:20:20Z
28190430,n'garh,600918,8,24251515,2014-07-20T10:37:45Z
28190501,srividya_c,2115749,12,32276469,2015-06-29T05:38:09Z
28211346,apm-wa,1960718,9,22813193,2014-06-08T16:35:26Z
28211381,Oberaffe,56597,7,5768522,2010-09-13T10:51:49Z
28211393,PlaneMad,1306,13,34014635,2015-09-14T07:38:57Z
28211422,PlaneMad,1306,9,34014738,2015-09-14T07:47:41Z
28211431,PlaneMad,1306,4,34014738,2015-09-14T07:47:40Z
28211721,Sakthi20,1587943,8,17518940,2013-08-26T14:50:20Z
28211928,bindhu,2901516,19,39881029,2016-06-08T10:05:14Z
28211997,bindhu,2901516,11,39899381,2016-06-09T05:58:28Z
28412393,charishma,3784841,21,39683357,2016-05-31T08:42:12Z
28412396,n'garh,600918,19,14781705,2013-01-25T15:49:03Z
28412397,bindhu,2901516,27,39883995,2016-06-08T12:46:47Z
28412401,charishma,3784841,19,39683488,2016-05-31T08:48:43Z
28412404,venkatesh10,2897436,18,39859836,2016-06-07T12:11:55Z
28616699,Oberaffe,56597,19,34923951,2015-10-28T11:09:56Z
28616701,PlaneMad,1306,3,3107465,2009-11-13T16:58:18Z
28616702,anushap,2901769,9,39883335,2016-06-08T12:14:40Z
28616703,Oberaffe,56597,5,5768522,2010-09-13T10:51:48Z
28616704,Oberaffe,56597,5,5768522,2010-09-13T10:51:40Z
28616705,apm-wa,1960718,6,22813193,2014-06-08T16:35:26Z
28616706,PlaneMad,1306,7,32541730,2015-07-10T12:29:42Z
28616707,Oberaffe,56597,5,5768522,2010-09-13T10:51:58Z
28616709,bindhu,2901516,19,39899381,2016-06-09T05:58:28Z
28616711,Oberaffe,56597,6,27199972,2014-12-03T13:32:26Z
28746244,n'garh,600918,30,14781705,2013-01-25T15:49:00Z
28746245,n'garh,600918,15,14781705,2013-01-25T15:38:29Z
28746776,15Tr,1987359,11,36984586,2016-02-03T19:57:24Z
28773614,sanchitbora,4111110,24,40055418,2016-06-16T07:25:03Z
28773617,Oberaffe,56597,14,13677146,2012-10-29T18:13:14Z
29534845,bindhu,2901516,8,39884233,2016-06-08T12:59:00Z
29534879,Oberaffe,56597,25,34923951,2015-10-28T11:09:54Z
31056641,PlaneMad,1306,10,36588285,2016-01-15T09:58:26Z
31056642,Oberaffe,56597,9,24645134,2014-08-10T00:06:34Z
31056643,PlaneMad,1306,2,6000751,2010-10-10T10:59:09Z
31056644,Oberaffe,56597,2,12760312,2012-08-17T09:44:44Z
31056645,saikumar,2900470,8,39922550,2016-06-10T05:48:52Z
31056646,Apreethi,2900372,8,39883029,2016-06-08T12:00:01Z
31056828,saikumar,2900470,5,39907267,2016-06-09T12:15:12Z
31056831,Apreethi,2900372,8,39883029,2016-06-08T12:00:01Z
31058500,Oberaffe,56597,13,24645250,2014-08-10T00:20:23Z
31058505,Rajkumarmishra,2869631,12,31030167,2015-05-12T05:58:45Z
31058508,Apreethi,2900372,11,39883029,2016-06-08T12:00:01Z
31058510,Oberaffe,56597,16,24645134,2014-08-10T00:06:30Z
31059203,anushap,2901769,5,39883062,2016-06-08T12:04:32Z
31059204,PlaneMad,1306,5,6037524,2010-10-14T07:43:00Z
31059205,Jacob Cyriac,1859494,6,33218021,2015-08-09T12:36:30Z
31059206,Oberaffe,56597,8,13676415,2012-10-29T17:09:57Z
31059207,bindhu,2901516,29,39881719,2016-06-08T10:48:22Z
31059210,arunkavalam,2169562,6,24038482,2014-07-09T05:24:43Z
31059775,Oberaffe,56597,12,34923951,2015-10-28T11:10:07Z
31060395,Warin61,1830192,12,26611012,2014-11-07T09:44:55Z
31756483,Oberaffe,56597,17,34923951,2015-10-28T11:09:55Z
31756484,Oberaffe,56597,16,34923951,2015-10-28T11:09:52Z
